Year,Units,variable_code,Value
2022,Percentage,H36,122
2022,Percentage,H37,117
2022,Percentage,H39,3
2022,Percentage,H40,2
2022,Percentage,H41,60
2022,Dollars (millions),H01,4309
2022,Dollars (millions),H04, grants and subsidies"
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H07,15
2022,Dollars (millions),H08,3661
2022,Dollars (millions),H09,C
2022,Dollars (millions),H10,165
2022,Dollars (millions),H11,130
2022,Dollars (millions),H12,252
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,C
2022,Dollars (millions),H20,C
2022,Dollars (millions),H21,10
2022,Dollars (millions),H22,9
2022,Dollars (millions),H23,648
2022,Dollars (millions),H24,2607
2022,Dollars (millions),H25,C
2022,Dollars (millions),H26,929
2022,Dollars (millions),H27,106
2022,Dollars (millions),H28,40
2022,Dollars (millions),H29,C
2022,Dollars (millions),H30,2607
2022,Dollars (millions),H31,2048
2022,Dollars (millions),H32,378
2022,Dollars (millions),H33,181
2022,Dollars,H34,1069100
2022,Dollars,H35,160700
2022,Percentage,H36,C
2022,Percentage,H37,C
2022,Percentage,H39,32
2022,Percentage,H40,25
2022,Percentage,H41,79
2022,Dollars (millions),H01,14472
2022,Dollars (millions),H04, grants and subsidies"
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H07,459
2022,Dollars (millions),H08,12983
2022,Dollars (millions),H09,528
2022,Dollars (millions),H10,57
2022,Dollars (millions),H11,408
2022,Dollars (millions),H12,4247
2022,Dollars (millions),H13,1
2022,Dollars (millions),H19,7670
2022,Dollars (millions),H20,73
2022,Dollars (millions),H21,473
2022,Dollars (millions),H22,553
2022,Dollars (millions),H23,1570
2022,Dollars (millions),H24,21267
2022,Dollars (millions),H25,9194
2022,Dollars (millions),H26,5025
2022,Dollars (millions),H27,791
2022,Dollars (millions),H28,322
2022,Dollars (millions),H29,7048
2022,Dollars (millions),H30,21267
2022,Dollars (millions),H31,13506
2022,Dollars (millions),H32,5449
2022,Dollars (millions),H33,2312
2022,Dollars,H34,206400
2022,Dollars,H35,22400
2022,Percentage,H36,169
2022,Percentage,H37,159
2022,Percentage,H39,12
2022,Percentage,H40,7
2022,Percentage,H41,64
2022,Dollars (millions),H01,7313
2022,Dollars (millions),H04, grants and subsidies"
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H07,34
2022,Dollars (millions),H08,6717
2022,Dollars (millions),H09,43
2022,Dollars (millions),H10,27
2022,Dollars (millions),H11,171
2022,Dollars (millions),H12,2021
2022,Dollars (millions),H13,0
2022,Dollars (millions),H19,4437
2022,Dollars (millions),H20,17
2022,Dollars (millions),H21,365
2022,Dollars (millions),H22,419
2022,Dollars (millions),H23,650
2022,Dollars (millions),H24,3980
2022,Dollars (millions),H25,2123
2022,Dollars (millions),H26,1241
2022,Dollars (millions),H27,351
2022,Dollars (millions),H28,140
2022,Dollars (millions),H29,615
2022,Dollars (millions),H30,3980
2022,Dollars (millions),H31,1418
2022,Dollars (millions),H32,1689
2022,Dollars (millions),H33,873
2022,Dollars,H34,245900
2022,Dollars,H35,21900
2022,Percentage,H36,126
2022,Percentage,H37,101
2022,Percentage,H39,46
2022,Percentage,H40,16
2022,Percentage,H41,36
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions), government funding
2022, Funeral and Other Personal Services",Dollars (millions), dividends and donations"
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial performance
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars (millions),Financial position
2022, Funeral and Other Personal Services",Dollars,Financial ratios
2022, Funeral and Other Personal Services",Dollars,Financial ratios
2022, Funeral and Other Personal Services",Percentage,Financial ratios
2022, Funeral and Other Personal Services",Percentage,Financial ratios
2022, Funeral and Other Personal Services",Percentage,Financial ratios
2022, Funeral and Other Personal Services",Percentage,Financial ratios
2022, Funeral and Other Personal Services",Percentage,Financial ratios
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions), government funding
2022, Professional and Other Interest Groups",Dollars (millions), dividends and donations"
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial performance
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars (millions),Financial position
2022, Professional and Other Interest Groups",Dollars,Financial ratios
2022, Professional and Other Interest Groups",Dollars,Financial ratios
2022, Professional and Other Interest Groups",Percentage,Financial ratios
2022, Professional and Other Interest Groups",Percentage,Financial ratios
2022, Professional and Other Interest Groups",Percentage,Financial ratios
2022, Professional and Other Interest Groups",Percentage,Financial ratios
2022, Professional and Other Interest Groups",Percentage,Financial ratios
2022,Dollars (millions),H01,53559
2022,Dollars (millions),H02,1242
2022,Dollars (millions),H03,51894
2022,Dollars (millions),H05,Financial performance
2022,Dollars (millions),H06,Financial performance
2022,Dollars (millions),H07,288
2022,Dollars (millions),H08,52793
2022,Dollars (millions),H09,229
2022,Dollars (millions),H10,122
2022,Dollars (millions),H11,1341
2022,Dollars (millions),H12,5748
2022,Dollars (millions),H13,11
2022,Dollars (millions),H17,869
2022,Dollars (millions),H18,44036
2022,Dollars (millions),H20,447
2022,Dollars (millions),H21,6326
2022,Dollars (millions),H22,7718
2022,Dollars (millions),H23,2159
2022,Dollars (millions),H24,40152
2022,Dollars (millions),H25,18298
2022,Dollars (millions),H26,13670
2022,Dollars (millions),H27,1750
2022,Dollars (millions),H28,347
2022,Dollars (millions),H29,8184
2022,Dollars (millions),H30,40152
2022,Dollars (millions),H31,18017
2022,Dollars (millions),H32,12826
2022,Dollars (millions),H33,9309
2022,Dollars,H34,687900
2022,Dollars,H35,27700
2022,Percentage,H36,143
2022,Percentage,H37,82
2022,Percentage,H38,30
2022,Percentage,H39,12
2022,Percentage,H40,5
2022,Percentage,H41,45
2021,Dollars (millions),H01,757963
2021,Dollars (millions),H04, grants and subsidies"
2021,Dollars (millions),H05,Financial performance
2021,Dollars (millions),H07,33304
2021,Dollars (millions),H08,655539
2021,Dollars (millions),H09,26199
2021,Dollars (millions),H10,7012
2021,Dollars (millions),H11,27908
2021,Dollars (millions),H12,123971
2021,Dollars (millions),H13,271
2021,Dollars (millions),H14,2085
2021,Dollars (millions),H19,453541
2021,Dollars (millions),H20,14823
2021,Dollars (millions),H21,68982
2021,Dollars (millions),H22,69261
2021,Dollars (millions),H23,102703
2021,Dollars (millions),H24,2519921
2021,Dollars (millions),H25,732513
2021,Dollars (millions),H26,591987
2021,Dollars (millions),H29,1195421
2021,Dollars (millions),H30,2519920
2021,Dollars (millions),H31,823344
2021,Dollars (millions),H32,930057
2021,Dollars (millions),H33,766519
2021,Dollars,H34,401100
2021,Dollars,H35,54300
2021,Percentage,H36,79
2021,Percentage,H37,71
2021,Percentage,H39,12
2021,Percentage,H40,4
2021,Percentage,H41,33
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions), dividends and donations"
2021, Forestry and Fishing",Dollars (millions), grants and subsidies"
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial performance
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars (millions),Financial position
2021, Forestry and Fishing",Dollars,Financial ratios
2021, Forestry and Fishing",Dollars,Financial ratios
2021, Forestry and Fishing",Percentage,Financial ratios
2021, Forestry and Fishing",Percentage,Financial ratios
